score,item_id,media_id,item_title,item_date,item_creator,item_url,pdf_url,local_pdf,text_path,page_index,candidate_text_from_extraction_not_final,context_before,context_after,categories,matched_terms,extraction_quality_proxy,clearance_status,verification_status,attribution_mode
137,847,1454,"March 8, 1938","March 8, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/847,https://collections.uwindsor.ca/files/original/e7d15e203590b850ac4fd6f48e5041b534502d9e.pdf,pdf_cache/item_847_march-8-1938.pdf,extracted_text_all/item_847_march-8-1938.txt,1,"1938 RHYTHM - FEELING OF THE WHOLE RHYTHMICAL INTERPRETATION TEUPO PSYCHOLOGICAL GESEURE INSPIRATION‘ E ng Lear RHYTHM - FEELING OF THE WHOLE: We will do rhythmical exercises which will help you to hring rhythm into the plays. We will only take into consideration rhythm in general, only as a feeling of the whole, with the beginning. the middle and the end, and you will do this by moving one hand.",Michael Chekhov {larch 8.,"Be very conscious about this — the beginning, the middle part, and the and.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;inspiration;middle;rhythm;whole;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
137,635,1191,"November 30, 1936 (afternoon)","November 30, 1936",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/635,https://collections.uwindsor.ca/files/original/f5f25b6195e7aa7124605bfdc0544382e9b54d1e.pdf,pdf_cache/item_635_november-30-1936-afternoon.pdf,extracted_text_all/item_635_november-30-1936-afternoon.txt,3,"The director will help you with this later on»: but to begin with, we must be aware of the style of the fairy taile, tné each one must try to find the style which will unite the whole. That which comes at the first moment will often rommin in the character until the very end.",INCORPORATION OF IMAGES: E¥veryone trought a different style to the stage. ¥e must somehow find the right style.,You must keep these characters — try to lose them.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,director;end;first;moment;style;whole;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
135,659,1218,"January 23, 1937","January 23, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/659,https://collections.uwindsor.ca/files/original/9024fda428c5288fb58b9435e4effc607a45f37a.pdf,pdf_cache/item_659_january-23-1937.pdf,extracted_text_all/item_659_january-23-1937.txt,5,"1937 The loss free the actor will he in doing his psychological gesture, the more free he will he later on. it depends upon the director what form of the gesture he gives. we are now working with the psychological gesture because we want to understand it. Later we will perhaps pay less attention to it, and will pay more attention to imagination and other things. iho director can find the whole play in the platonic world.",Chekhov v‘armary 23.,The more harmonious your composition of psychological gestures in. the nearer you are to the platonic world. when the director has found a gesture with his actors he can change it and explore further.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,attention;director;form;free;gesture;imagination;play;psychological gesture;whole;will,0.892,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
134,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,1,"BEGINNING AND THE END - FEELING. OF THE IIHOLEI The beginning and the end. the feeling of the whole. must be experienced by our whole being in the same may as the objective. psychological gesture, etc.",It is really the whole nature with all its functions.,"Between the beginning and the end, the life floweWe must feel everything that is going on between the beginning end the",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;gesture;objective;psychological gesture;whole,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
134,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,1,"OF THE IIHOLEI The beginning and the end. the feeling of the whole. must be experienced by our whole being in the same may as the objective. psychological gesture, etc.",BEGINNING AND THE END - FEELING.,"Between the beginning and the end, the life floweWe must feel everything that is going on between the beginning end the",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;gesture;objective;psychological gesture;whole,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
134,665,1224,"February 8, 1937","February 8, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/665,https://collections.uwindsor.ca/files/original/f2566c51a9298f66a98500aea691d44d12801420.pdf,pdf_cache/item_665_february-8-1937.pdf,extracted_text_all/item_665_february-8-1937.txt,7,1937 afraid of touching the most important moments. if you had only the old methods you wohld not be able to do this. out by touching on the play you are able to do everything. and your imagination will work simultaneously with the gesture. The climax of this play is a most tragic situation. it is at the moment when Jocelyn meets her husband.,Chekhov February 8.,"The main noint or our Method is that We must not be afraid of the most important moments. imagine the moment when John is trying, with his heavy wet boots. to jump out of the boat.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,climax;gesture;imagination;important moment;important moments;moment;moments;play;will,0.892,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
134,857,1464,"March 16, 1938","March 16, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/857,https://collections.uwindsor.ca/files/original/f86af6b8855ca611ef7a1751e13b83503409b655.pdf,pdf_cache/item_857_march-16-1938.pdf,extracted_text_all/item_857_march-16-1938.txt,3,"Now, I will give you another condition, and you will see that interpretation inevitably comes through this rhythmical chansing. will you new experience the second thing - the beginning and the end, and the middle part which binds the bo-» ginning and tho and. or as we call the first part. the last part, and the second part. The whole. in which is the first part. the transitional part. and the third part - quite definitely the beginning. transition. the end.","I went to call your attention to the following: when you have done this movement with the feeling of the whole, certain interpretation was there which came from the condition that we are psychologically embracing the whole.",Do not confuse two things: The end. and the stop. which is the real stop (finish of the work).,actor_struggle;daily_inspiration;directing_academic_footnote,beginning;end;first;middle;whole;will,0.886,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
134,843,1450,"March 3, 1938","March 3, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/843,https://collections.uwindsor.ca/files/original/42e649a2331bbcf6b93514a14830fb791c639736.pdf,pdf_cache/item_843_march-3-1938.pdf,extracted_text_all/item_843_march-3-1938.txt,4,It could bo turned into an objective but at the moment we will take it in imagination. The beginning of this feeling you will get at the end - to get rid of the whole world — therefore. you want to get rid of him.,This genius is trying to catch another person in this particular case no that the person will not be awakened.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;imagination;moment;objective;whole;will,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
133,699,1278,"May 4, 1937","May 4, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/699,https://collections.uwindsor.ca/files/original/14ec99b98b77cabfa63b47e84ef62234cf3a37db.pdf,pdf_cache/item_699_may-4-1937.pdf,extracted_text_all/item_699_may-4-1937.txt,2,"Each immovable moment on the part of his cast must be considered by the director to be a pause, therefore, the di— rector must know what his actors are doing. lhis mmkes the question of the mise en scare very difficult. You must also keep in mind that the beginning and the end of a thing are entirely different, For example, cralon must enter absolutely freshly, because at the end he lies dead. lhe director can develop the whole thing if he knows the line and the development.",But much of her is also like Salladina.,"Through a technical rehearsal you must find these themes, and from this you will gradually find the nuances.",actor_struggle;daily_inspiration;directing_academic_footnote,beginning;cast;dead;difficult;director;end;mise;moment;whole,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
132,746,1324,"July 18, 1937","July 18, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/746,https://collections.uwindsor.ca/files/original/896112414dc92ea9e1ea802c9b3b228f984efcba.pdf,pdf_cache/item_746_july-18-1937.pdf,extracted_text_all/item_746_july-18-1937.txt,36,0n the other hand. the ending of the Two Kinza is weak and leaves the audience without any Idea of that it has been all about. l‘wo Kim's: The director should try to find a new psychological gesture for the whole play. one that would give the actors an idea or the whole play. The Golden Steed: If the director continues along the Home line. he nuet find the connection between the setting. the text. the costumes. the characters. etc.,The ending in Bnllndina II is a very good line; it should be elaborated and made more clear.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,audience;director;gesture;play;psychological gesture;weak;whole,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
132,746,1324,"July 18, 1937","July 18, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/746,https://collections.uwindsor.ca/files/original/896112414dc92ea9e1ea802c9b3b228f984efcba.pdf,pdf_cache/item_746_july-18-1937.pdf,extracted_text_all/item_746_july-18-1937.txt,36,The ending in Bnllndina II is a very good line; it should be elaborated and made more clear. 0n the other hand. the ending of the Two Kinza is weak and leaves the audience without any Idea of that it has been all about. l‘wo Kim's: The director should try to find a new psychological gesture for the whole play. one that would give the actors an idea or the whole play.,"The quarrel scone should develop more slowly, and the actual quarrel should not take so much time.",The Golden Steed: If the director continues along the Home line. he nuet find the connection between the setting. the text. the costumes. the characters. etc.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,audience;director;gesture;play;psychological gesture;weak;whole,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
131,832,1439,"February 21, 1938","February 21, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/832,https://collections.uwindsor.ca/files/original/4b8060d6e50e827af242313313bd4d6ad707c832.pdf,pdf_cache/item_832_february-21-1938.pdf,extracted_text_all/item_832_february-21-1938.txt,1,"Rudolf Steiner Goethe Albert Steffen YTHuh There must be a definite beginning, middle part, and end, al‘hough it seems to be continuous movement and endlessnesa. It ia a very important question and can be explained only by changing our ability or thinking because rhythm belongs to the world of spiritual life, whether it is human spiritual life or objective spiritual life.",THE AH YFE COHTACT n RHYTHE - RHYTHHICAL IEPHOVISATICN LD'S PSYCHOL‘GY Dr.,A spiritually-tuned consciousness will understand things which the earthly-tuned human consciousneso cannot.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,ability;beginning;end;life;middle;objective;rhythm,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
131,861,1468,"March 18, 1938","March 18, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/861,https://collections.uwindsor.ca/files/original/ae6438dc92b7fc7632d282f7ad2688a8607e4936.pdf,pdf_cache/item_861_march-18-1938.pdf,extracted_text_all/item_861_march-18-1938.txt,1,1933 RHYTHM THE PAUSE RHYTHM _ We shall try to do it first in the schematio way. then we will establish the oppositions. than as improvisation in E very condensed form. The beginning - the middle part.- the end.,Michael Chekhov ‘ Ulrch 18.,‘ i.,actor_struggle;directing_academic_footnote;method_terms,beginning;end;first;form;middle;rhythm;will,0.877,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
129,836,1443,"February 24, 1938","February 24, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/836,https://collections.uwindsor.ca/files/original/aeb8ccb38ad5261ffeedf803b1781288faf5f9ee.pdf,pdf_cache/item_836_february-24-1938.pdf,extracted_text_all/item_836_february-24-1938.txt,1,"i-‘xichael Chekhov February 2a., 1938 STYLE - RHYTHHICAL EVENTS CHARACTERIZATION PSYCHOLOGICAL GESTURE STYLE - RHYTHNICAL EVENTS: Style from the point of View of rhythm. Each rhythmical avcnt has, as we know, a beginning and an end — what is in the middle we will leave for tho_moment.",,"But there is a beginning and an end, and the feeling of the whole is absolutely connected with this feeling of the be— ginning and tho end.",actor_struggle;directing_academic_footnote;method_terms,beginning;characterization;end;events;gesture;middle;moment;psychological gesture;rhythm;style;will,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
129,731,1310,"June 28, 1937 (afternoon)","June 28, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/731,https://collections.uwindsor.ca/files/original/ce51e55b21af7040504880f52ba9eac752693ab3.pdf,pdf_cache/item_731_june-28-1937-afternoon.pdf,extracted_text_all/item_731_june-28-1937-afternoon.txt,2,"1937 feeling of the whole. without this frame you will Stand as before an ocean: if it is to be an ocean which is rough, then it must have a beginning. a middle and an end. Each member of the cant must see the performance many. many times in his imagination. and gradually there will grow up in his actor's nature this feeling of the whole, and this will inspire him.",Chekhov June 28.,STYLEI This is the second important point - you have not reached the style of the play.,actor_struggle;daily_inspiration;directing_academic_footnote,beginning;end;feeling;imagination;inspire;middle;whole;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
129,699,1278,"May 4, 1937","May 4, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/699,https://collections.uwindsor.ca/files/original/14ec99b98b77cabfa63b47e84ef62234cf3a37db.pdf,pdf_cache/item_699_may-4-1937.pdf,extracted_text_all/item_699_may-4-1937.txt,4,"Jhen I would give them objectives and let them be incomplete, but let them have the feeling of the whole play from the point of view of objective, psychological gesture, atmosphere, etc., etc. That would be very good for your cast because first of all they will feel how many mistakes they have made in details, and this is a good preparation for fighting with quch bad details.","Then I would give them two or three atmospheres and let them act, with mistakes, but with atmosphere throughout.",,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;cast;feeling;first;gesture;objective;play;psychological gesture;whole;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
129,1074,2034,"November 21, 1941: Michael Chekhov's fifth class for professional actors: Exercise -- Repetition is the growing power","November 21, 1941",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1074,https://collections.uwindsor.ca/files/original/070c5b5f7d19735af84ffa9b541595cf0a252102.pdf,pdf_cache/item_1074_november-21-1941-michael-chekhov-s-fifth-class-for-professional-actors-exercise-repetition.pdf,extracted_text_all/item_1074_november-21-1941-michael-chekhov-s-fifth-class-for-professional-actors-exercise-repetition.txt,18,"Let us repeat the exercise, first it is quick, annoyed, and loud, then at the end, slow, interested, and soft, These qualities or contrasts will entice certain feelings in us. Por instance, if we imagine that our individuality is longing to express itself, but the means which we place at its desposal are so even, so uninteresting, that the indive iduality cannot use them.","If we ean do such things in this simple exercise, how wonderful it would be to do such things with Shakespeare, whose plays are full of these contrasts.",Let us imagine that this straight,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,cannot;end;feelings;first;individuality;qualities;will,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
